,Company_Brand,Sector,Stage,Funding_Year,Amount($),HeadQuarter,Year_Founded,Sector_group
1686,CoinSwitch Kuber,FinTech,Series (A-H),2021,25000000.0,Bangalore,2017.0,Technology
1687,Razorpay,FinTech,Series (A-H),2021,160000000.0,Bangalore,2014.0,Technology
1688,Uable,EdTech,Early Stage,2021,121526423.72,Bangalore,2020.0,Technology
1689,ZFW Hospitality,Food & Beverages,Early Stage,2021,150000.0,New Delhi,2015.0,Food & Agriculture
1690,Optimized Electrotech,Aeorspace,Early Stage,2021,1800000.0,Ahmadabad,2017.0,Other
1691,Northern Arc,FinTech,Unknown,2021,5000000.0,Chennai,2008.0,Technology
1692,Chara,Deep Tech,Early Stage,2021,850000.0,Bangalore,2019.0,Technology
1693,Sirona Hygiene,HealthTech,Series (A-H),2021,3000000.0,New Delhi,2015.0,Technology
1694,Pristyn Care,HealthTech,Series (A-H),2021,53000000.0,Gurugram,2018.0,Technology
1695,TrulyMadly,Dating,Early Stage,2021,2000000.0,New Delhi,2013.0,Other
1696,Vidyakul,EdTech,Early Stage,2021,500000.0,nan,2018.0,Technology
1697,Jambox Games,Gaming,Early Stage,2021,1100000.0,Bangalore,2021.0,Other
1698,Miko,Robotics,Unknown,2021,6000000.0,Mumbai,2015.0,Other
1699,SuperK,Retail,Early Stage,2021,800000.0,Small Towns,2019.0,Other
1700,TagZ Foods,Food,Early Stage,2021,500000.0,Bangalore,2019.0,Food & Agriculture
1701,Fuel Buddy,Oil and Energy,Unknown,2021,1000000.0,New Delhi,2017.0,Other
1702,M1xchange,FinTech,Unknown,2021,10000000.0,Gurugram,2017.0,Technology
1703,Spintly,Tech Startup,Unknown,2021,500000.0,Goa,2017.0,Technology
1704,EF Polymer,AgriTech,Unknown,2021,200000.0,Rajsamand,2018.0,Technology
1705,boAt,Electronics,Unknown,2021,6000000.0,New Delhi,2016.0,Other
1706,TruNativ,Food & Beverages,Early Stage,2021,121526423.72,Mumbai,2019.0,Food & Agriculture
1707,iBus,Telecommuncation,Unknown,2021,21000000.0,Bangalore,2010.0,Other
1708,Puresh Daily,Milk startup,Early Stage,2021,100000.0,Ranchi,2019.0,Other
1709,LearnVern,EdTech,Unknown,2021,1000000.0,Ahmadabad,2016.0,Technology
1710,LimeChat,AI Chatbot,Early Stage,2021,7500000.0,Faridabad,2020.0,Other
1711,Dybo,IT,Early Stage,2021,100000.0,Bangalore,2019.0,Other
1712,moEVing,Logistics,Early Stage,2021,1000000.0,Gurugram,2021.0,Autommotive & Transportation
1713,WeWork India,Hospitality,Unknown,2021,26000000.0,Bangalore,2017.0,Other
1714,Solethreads,Fashion,Series (A-H),2021,1000000.0,Gurugram,2018.0,Other
1715,Beldara,E-commerce,Unknown,2021,7400000.0,Mumbai,2018.0,E-Commerce & Marketplace
1716,CredFlow,FinTech,Early Stage,2021,2000000.0,New Delhi,2020.0,Technology
1717,Do Your Thng,Marketing,Unknown,2021,1500000.0,Gurugram,2018.0,E-Commerce & Marketplace
1718,Oye Rickshaw,Transportation,Unknown,2021,3000000.0,Gurugram,2017.0,Autommotive & Transportation
1719,Legitquest,LegalTech,Unknown,2021,600000.0,New Delhi,2017.0,Technology
1720,Swiggy,Food delivery,Unknown,2021,800000000.0,Bangalore,2014.0,Food & Agriculture
1721,AntWak,EdTech,Early Stage,2021,121526423.72,Bangalore,2019.0,Technology
1722,PlayShifu,EdTech,Series (A-H),2021,17000000.0,Bangalore,2016.0,Technology
1723,Pitstop,Automotive,Early Stage,2021,3500000.0,Bangalore,2015.0,Autommotive & Transportation
1724,Lendingkart,FinTech,Latter Stage,2021,15000000.0,Gujarat,1999.0,Technology
1725,CRED,FinTech,Series (A-H),2021,215000000.0,Bangalore,2018.0,Technology
1726,Karnival,SaaS startup,Early Stage,2021,2500000.0,Bangalore,2015.0,Other
1727,PharmEasy,HealthTech,Series (A-H),2021,350000000.0,Mumbai,2015.0,Technology
1728,WESS,Renewable Energy,Early Stage,2021,2000000.0,Mumbai,1989.0,Other
1729,ShopSe,FinTech,Unknown,2021,5500000.0,Mumbai,2020.0,Technology
1730,Fantasy Akhada,Fantasy sports,Unknown,2021,600000.0,Gurugram,2020.0,Other
1731,Rage Coffee,Food & Beverages,Early Stage,2021,121526423.72,New Delhi,2018.0,Food & Agriculture
1732,Groww,FinTech,Series (A-H),2021,83000000.0,Bangalore,2017.0,Technology
1733,Avanti Finance,FinTech,Series (A-H),2021,26000000.0,Bangalore,2016.0,Technology
1734,Kudos,FinTech,Early Stage,2021,121526423.72,Pune,2014.0,Technology
1735,OfBusiness,FinTech,Unknown,2021,110000000.0,Gurugram,2015.0,Technology
1736,Superpro.ai,Video communication,Early Stage,2021,3000000.0,Bangalore,2019.0,Other
1737,ShareChat,Social Media,Unknown,2021,500000000.0,Bangalore,2015.0,Other
1738,WiT-ACE,Skill development,Early Stage,2021,1000000.0,Gurugram,2020.0,Other
1739,Spinny,Retail,Series (A-H),2021,65000000.0,Gurugram,2015.0,Other
1740,Alteria Capital,FinTech,Latter Stage,2021,150000000000.0,Mumbai,2018.0,Technology
1741,Safexpay,FinTech,Unknown,2021,6000000.0,Thane,2017.0,Technology
1742,PumPumPum,Rental,Early Stage,2021,700000.0,Gurugram,2018.0,Other
1743,Speciale Invest,FinTech,Unknown,2021,10000000.0,Bangalore,2017.0,Technology
1744,Eunimart,E-commerce,Early Stage,2021,700000.0,Hyderabad,2016.0,E-Commerce & Marketplace
1745,Meesho,E-commerce,Unknown,2021,300000000.0,Bangalore,2015.0,E-Commerce & Marketplace
1746,CareerLabs,EdTech,Unknown,2021,2200000.0,Bangalore,2019.0,Technology
1747,Uable,EdTech,Early Stage,2021,35000000.0,Bangalore,2020.0,Technology
1748,Zoko,Tech Startup,Early Stage,2021,140000000.0,Bangalore,2016.0,Technology
1749,GetWork,Recruitment,Early Stage,2021,200000.0,Gurugram,2019.0,Other
1750,Easebuzz,E-commerce,Series (A-H),2021,4000000.0,Pune,2015.0,E-Commerce & Marketplace
1751,Chingari,Social Media,Unknown,2021,13000000.0,Bangalore,2018.0,Other
1752,DusMinute,Retail,Early Stage,2021,1100000.0,Bangalore,2017.0,Other
1753,Onsurity,HealthCare,Unknown,2021,121526423.72,Bangalore,2020.0,Healthcare
1754,Karbon Card,FinTech,Unknown,2021,121526423.72,Bangalore,2019.0,Technology
1755,Factors.AI,SaaS startup,Unknown,2021,2000000.0,Bangalore,2020.0,Other
1756,Elevar,Sports,Unknown,2021,2000000.0,Mumbai,2017.0,Other
1757,Studio Sirah,Computer Games,Unknown,2021,800000.0,Bangalore,2020.0,Other
1758,OTO Capital,FinTech,Unknown,2021,6000000.0,Mumbai,2018.0,Technology
1759,1Bridge,Consumer Goods,Unknown,2021,2500000.0,Bangalore,2016.0,Other
1760,Skeps,FinTech,Unknown,2021,9500000.0,Gurugram,2018.0,Technology
1761,Curefoods,Food & Beverages,Unknown,2021,13000000.0,Bangalore,2020.0,Food & Agriculture
1762,TartanSense,Information Technology,Unknown,2021,5000000.0,Bangalore,2015.0,Technology
1763,Bewakoof,Apparel & Fashion,Unknown,2021,8000000.0,Mumbai,2012.0,Other
1764,Kirana247,Logistics & Supply Chain,Unknown,2021,1000000.0,New Delhi,2018.0,Autommotive & Transportation
1765,FanPlay,Computer Games,Unknown,2021,1200000.0,Unknown,2020.0,Other
1766,NeoDocs,Healthtech,Unknown,2021,121526423.72,Mumbai,2020.0,Technology
1767,IsGoingOnline,Retail,Unknown,2021,200000.0,Cochin,2015.0,Other
1768,Camp K12,EdTech,Unknown,2021,12000000.0,Gurugram,2010.0,Technology
1769,Elda Health,Healthcare,Unknown,2021,1500000.0,Bangalore,2020.0,Healthcare
1770,Sporjo,SportsTech,Unknown,2021,2000000.0,Mumbai,2020.0,Technology
1771,Advantage Club,HRTech,Unknown,2021,1700000.0,Mumbai,2014.0,Technology
1772,SuperGaming,Gaming,Unknown,2021,5500000.0,Pune,2017.0,Other
1773,Ruptok,FinTech,Unknown,2021,1000000.0,New Delhi,2020.0,Technology
1774,TartanSense,Information Technology,Series (A-H),2021,5000000.0,Bangalore,2015.0,Technology
1775,Kirana247,Logistics & Supply Chain,Early Stage,2021,1000000.0,New Delhi,2018.0,Autommotive & Transportation
1776,NeoDocs,Healthtech,Early Stage,2021,121526423.72,Mumbai,2020.0,Technology
1777,IsGoingOnline,Retail,Early Stage,2021,200000.0,Cochin,2015.0,Other
1778,Camp K12,EdTech,Series (A-H),2021,12000000.0,Gurugram,2010.0,Technology
1779,Elda Health,Healthcare,Early Stage,2021,1500000.0,Bangalore,2020.0,Healthcare
1780,Sporjo,SportsTech,Early Stage,2021,2000000.0,Mumbai,2020.0,Technology
1781,SuperGaming,Gaming,Series (A-H),2021,5500000.0,Pune,2017.0,Other
1782,O’ Be Cocktails,Wine & Spirits,Unknown,2021,400000.0,Bangalore,2019.0,Other
1783,Zetwerk,Mechanical & Industrial Engineering,Series (A-H),2021,150000000.0,Bangalore,2018.0,Other
1784,AppsForBharat,Spiritual,Early Stage,2021,4000000.0,Bangalore,2020.0,Other
1785,Imagimake,Consumer Goods,Unknown,2021,121526423.72,Mumbai,2011.0,Other
1786,Khatabook,Financial Services,Series (A-H),2021,100000000.0,Bangalore,2018.0,Consulting & Services
1787,Smytten,Consumer Goods,Series (A-H),2021,6000000.0,Gurugram,2015.0,Other
1788,Syook,Industrial Automation,Series (A-H),2021,1000000.0,Bangalore,2016.0,Autommotive & Transportation
1789,Akudo,FinTech,Early Stage,2021,121526423.72,Bangalore,2020.0,Technology
1790,NOTO,Consumer Goods,Early Stage,2021,500000.0,Mumbai,2019.0,Other
1791,Lumiq,Information Technology,Early Stage,2021,2000000.0,Noida,2013.0,Technology
1792,CommerceUp,Information Technology,Early Stage,2021,121526423.72,Gurugram,2018.0,Technology
1793,Breathe Well-being,Health,Series (A-H),2021,5500000.0,Gurugram,2015.0,Healthcare
1794,Hike,Information Technology,Unknown,2021,121526423.72,New Delhi,2012.0,Technology
1795,House of Kieraya,Lifestyle,Unknown,2021,15000000.0,Bangalore,2013.0,Other
1796,goEgoNetwork,Automotive,Unknown,2021,2000000.0,Pune,2019.0,Autommotive & Transportation
1797,Probus,IoT,Latter Stage,2021,500000.0,New Delhi,2017.0,Other
1798,DrinkPrime,Consumer Goods,Unknown,2021,1000000.0,Bangalore,2016.0,Other
1799,Smart Express,Logistics,Early Stage,2021,10000000.0,Mumbai,Unknown,Autommotive & Transportation
1800,Smallcase,FinTech,Series (A-H),2021,40000000.0,Bangalore,2015.0,Technology
1801,SATYA MicroCapital,Banking,Unknown,2021,10000000.0,New Delhi,2017.0,Finance & Banking
1802,Snack Amor,Food & Beverages,Unknown,2021,121526423.72,Mumbai,2014.0,Food & Agriculture
1803,Postman,Computer software,Series (A-H),2021,225000000.0,Bangalore,2014.0,Technology
1804,Hashnode,Computer software,Series (A-H),2021,6700000.0,Bangalore,2016.0,Technology
1805,RACEnergy,Automotive,Early Stage,2021,1300000.0,Hyderabad,2018.0,Autommotive & Transportation
1806,BharatPe,FinTech,Latter Stage,2021,20000000.0,New Delhi,2018.0,Technology
1807,Gyde,Computer software,Early Stage,2021,250000.0,Pune,2019.0,Technology
1808,BatteryPool,Automotive,Early Stage,2021,121526423.72,Pune,2018.0,Autommotive & Transportation
1809,AgNext,AgriTech,Series (A-H),2021,21000000.0,Chandigarh,2016.0,Technology
1810,Xpresslane,Tech startup,Early Stage,2021,400000.0,Bangalore,2019.0,Technology
1811,LoanKuber,Digital mortgage,Early Stage,2021,1200000.0,New Delhi,2016.0,Other
1812,OYO,Hospitality,Series (A-H),2021,5000000.0,Gurugram,2013.0,Other
1813,Rapido,Information Technology & Services,Unknown,2021,52000000.0,Bangalore,2015.0,Technology
1814,YPay,FinTech,Unknown,2021,400000.0,Noida,2017.0,Technology
1815,SleepyCat,Furniture,Unknown,2021,3800000.0,Mumbai,2017.0,Other
1816,Ultrahuman,Healthcare,Unknown,2021,17500000.0,Bangalore,2020.0,Healthcare
1817,UpScalio,E-commerce,Unknown,2021,42000000.0,Gurugram,2021.0,E-Commerce & Marketplace
1818,Yellow Class,EdTech,Unknown,2021,6000000.0,Gurugram,2020.0,Technology
1819,Yojak,B2B marketplace,Unknown,2021,3800000.0,Gurugram,2019.0,E-Commerce & Marketplace
1820,CreatorStack,Computer software,Unknown,2021,2000000.0,Bangalore,2019.0,Technology
1821,Expertrons,EdTech,Unknown,2021,2300000.0,Mumbai,2019.0,Technology
1822,Rage Coffee,Food & Beverages,Unknown,2021,5000000.0,New Delhi,2018.0,Food & Agriculture
1823,Klub,Financial Services,Unknown,2021,20000000.0,Bangalore,2019.0,Consulting & Services
1824,Navia Life Care,Healtcare,Unknown,2021,1000000.0,New Delhi,2016.0,Other
1825,1K Kirana Bazaar,Retail,Unknown,2021,7000000.0,Gurugram,2018.0,Other
1826,Zupee,Gaming,Unknown,2021,30000000.0,Gurugram,2018.0,Other
1827,Locale.ai,Location Analytics,Unknown,2021,1000000.0,Bangalore,2019.0,Other
1828,VerSe Innovation,Media,Unknown,2021,450000000.0,Bangalore,2018.0,Other
1829,MetroRide,Transportation,Unknown,2021,121526423.72,Bangalore,2020.0,Autommotive & Transportation
1830,Miko,Consumer Electronics,Unknown,2021,28000000.0,Mumbai,2015.0,Other
1831,Whiz League,EdTech,Unknown,2021,300000.0,New Delhi,2020.0,Technology
1832,Hash,Tobacco,Unknown,2021,3500000.0,New Delhi,2020.0,Other
1833,Unacademy,EdTech,Unknown,2021,121526423.72,Bangalore,2015.0,Technology
1834,Log 9 Materials,Deeptech,Series (A-H),2021,8500000.0,Bangalore,2014.0,Technology
1835,upGrad,EdTech,Unknown,2021,25000000.0,Mumbai,2015.0,Technology
1836,FlashPrep,EdTech,Early Stage,2021,500000.0,Bangalore,2020.0,Technology
1837,Kenko Health,Insuretech,Early Stage,2021,1700000.0,Mumbai,2019.0,Technology
1838,Wiz Freight,Logistics & Supply Chain,Early Stage,2021,3500000.0,Chennai,2020.0,Autommotive & Transportation
1839,Credgenics,Financial Services,Series (A-H),2021,25000000.0,New Delhi,2018.0,Consulting & Services
1840,BlueLearn,EdTech,Early Stage,2021,400000.0,Goa,2020.0,Technology
1841,NimbleBox.ai,MLOps platform,Early Stage,2021,1000000.0,Chennai,2018.0,Other
1842,Pickrr,Logistics & Supply Chain,Series (A-H),2021,12000000.0,Gurugram,2015.0,Autommotive & Transportation
1843,Stellaris Venture Partners,Venture Capital,Unknown,2021,225000000.0,Bangalore,2015.0,Other
1844,Grip Invest,Financial Services,Series (A-H),2021,3000000.0,Gurugram,2020.0,Consulting & Services
1845,Heads Up For Tails,Pet care,Series (A-H),2021,37000000.0,New Delhi,2008.0,Other
1846,Blue Tokai Coffee Roasters,Food & Beverages,Early Stage,2021,2000000.0,New Delhi,2012.0,Food & Agriculture
1847,Neeman,Consumer Goods,Series (A-H),2021,2000000.0,Hyderabad,2017.0,Other
1848,BharatPe,FinTech,Series (A-H),2021,370000000.0,New Delhi,2018.0,Technology
1849,GoSats,FinTech,Early Stage,2021,700000.0,Bangalore,2020.0,Technology
1850,StockGro,FinTech,Early Stage,2021,5000000.0,Bangalore,2020.0,Technology
1851,Onsurity,Healthcare,Series (A-H),2021,16000000.0,Bangalore,2020.0,Healthcare
1852,Khabri,Media,Early Stage,2021,2000000.0,Gurugram,2017.0,Other
1853,Celcius,Logistics,Unknown,2021,500000.0,Mumbai,2020.0,Autommotive & Transportation
1854,AyuRythm,Healthcare,Early Stage,2021,121526423.72,Bangalore,2017.0,Healthcare
1855,Enguru,EdTech,Early Stage,2021,121526423.72,Bangalore,2014.0,Technology
1856,Rocket Skills,EdTech,Early Stage,2021,200000.0,Gurugram,2020.0,Technology
1857,RenewBuy,FinTech,Series (A-H),2021,10000000.0,Gurugram,2015.0,Technology
1858,Faarms,AgriTech,Early Stage,2021,2000000.0,Bangalore,2020.0,Technology
1859,UrbanMatrix Technologies,Drone,Unknown,2021,100000.0,Chennai,2019.0,Other
1860,Jupiter,Banking,Series (A-H),2021,44000000.0,Mumbai,2019.0,Finance & Banking
1861,Pixuate,Deeptech,Early Stage,2021,1000000.0,Bangalore,2012.0,Technology
1862,Playo,SportsTech,Early Stage,2021,500000.0,Bangalore,2014.0,Technology
1863,Toothsi,Health,Series (A-H),2021,20000000.0,Mumbai,2018.0,Healthcare
1864,Soothe Healthcare,Consumer Goods,Series (A-H),2021,10000000.0,New Delhi,2012.0,Other
1865,Goodmeetings,Computer software,Series (A-H),2021,1700000.0,Bangalore,2020.0,Technology
1866,Apnaklub,Wholesale,Early Stage,2021,3500000.0,Bangalore,2020.0,Other
1867,ChefKart,Consumer Goods,Early Stage,2021,300000.0,Gurugram,2020.0,Other
1868,Fashinza,Apparel & Fashion,Series (A-H),2021,20000000.0,Gurugram,2020.0,Other
1869,Fabheads,Industrial Automation,Early Stage,2021,121526423.72,Chennai,2015.0,Autommotive & Transportation
1870,QuickShift,Logistics & Supply Chain,Early Stage,2021,770000.0,Pune,2016.0,Autommotive & Transportation
1871,StackBOX,Logistics & Supply Chain,Unknown,2021,1200000.0,Bangalore,2016.0,Autommotive & Transportation
1872,MedPrime Technologies,Healthcare,Early Stage,2021,121526423.72,Thane,2014.0,Healthcare
1873,infra.market,Construction,Series (A-H),2021,125000000.0,Thane,2016.0,Other
1874,CollegeDekho,E-learning,Series (A-H),2021,35000000.0,Gurugram,2015.0,Other
1875,BOX8,Food & Beverages,Unknown,2021,40000000.0,Mumbai,2012.0,Food & Agriculture
1876,Simpl,Consumer Services,Series (A-H),2021,40000000.0,Bangalore,2015.0,Consulting & Services
1877,8i Ventures,Venture Capital & Private Equity,Unknown,2021,50000000.0,Mumbai,2018.0,Other
1878,PayGlocal,Financial Services,Series (A-H),2021,4900000.0,Bangalore,2021.0,Consulting & Services
1879,Curefit,Health,Unknown,2021,145000000.0,Bangalore,2016.0,Healthcare
1880,Pocket FM,OTT,Series (A-H),2021,22000000.0,Bangalore,2018.0,Other
1881,CHARGE+ZONE,Automotive,Unknown,2021,10000000.0,Vadodara,2018.0,Autommotive & Transportation
1882,PlanetSpark,Education Management,Series (A-H),2021,13000000.0,Gurugram,2017.0,Other
1883,LenDenClub,Financial Services,Series (A-H),2021,10000000.0,Mumbai,2015.0,Consulting & Services
1884,CometChat,Computer Software,Series (A-H),2021,10000000.0,Mumbai,2009.0,Technology
1885,AgroStar,AgriTech,Series (A-H),2021,70000000.0,Pune,2013.0,Technology
1886,Bizongo,Information Technology & Services,Series (A-H),2021,100000000.0,Mumbai,2015.0,Technology
1887,Probus Insurance,Insurance,Unknown,2021,6700000.0,Mumbai,2002.0,Finance & Banking
1888,MoEngage,Software Startup,Series (A-H),2021,30000000.0,Bangalore,2014.0,Technology
1889,CloudSEK,Computer & Network Security,Series (A-H),2021,7000000.0,Bangalore,2015.0,Other
1890,Exponent Energy,Automotive,Early Stage,2021,5000000.0,Bangalore,2020.0,Autommotive & Transportation
1891,Trinkerr,Capital Markets,Series (A-H),2021,6600000.0,Bangalore,2021.0,E-Commerce & Marketplace
1892,Zorro,Social network,Early Stage,2021,32000000.0,Gurugram,2021.0,Other
1893,Ultraviolette,Automotive,Series (A-H),2021,150000000.0,Bangalore,2021.0,Autommotive & Transportation
1894,NephroPlus,Hospital & Health Care,Series (A-H),2021,24000000.0,Hyderabad,2009.0,Healthcare
1895,Unremot,Information Technology & Services,Early Stage,2021,700000.0,Bangalore,2020.0,Technology
1896,FanAnywhere,Financial Services,Early Stage,2021,121526423.72,Bangalore,2021.0,Consulting & Services
1897,PingoLearn,E-learning,Unknown,2021,200000.0,Pune,2021.0,Other
1898,Spry,Music,Early Stage,2021,1500000.0,Mumbai,2021.0,Other
1899,Enmovil,Information Technology & Services,Early Stage,2021,1300000.0,Hyderabad,2015.0,Technology
1900,ASQI Advisors,Financial Services,Early Stage,2021,1000000.0,Mumbai,2019.0,Consulting & Services
1901,Insurance Samadhan,Insurance,Early Stage,2021,725000.0,New Delhi,2018.0,Finance & Banking
1902,Evenflow Brands,Consumer Goods,Unknown,2021,500000.0,Mumbai,2020.0,Other
1903,MasterChow,Food & Beverages,Early Stage,2021,461000.0,Hauz Khas,2020.0,Food & Agriculture
1904,Fullife Healthcare,Unknown,Unknown,2021,22000000.0,Unknown,2009.0,Other
1905,MoEVing,Unknown,Unknown,2021,5000000.0,Gurugram,2021.0,Other
1906,Pristyn Care,Hospital & Health Care,Series (A-H),2021,96000000.0,Gurugram,2018.0,Healthcare
1907,Plix,Health,Series (A-H),2021,5000000.0,Mumbai,2018.0,Healthcare
1908,Uni Cards,Financial Services,Series (A-H),2021,70000000.0,Bangalore,2020.0,Consulting & Services
1909,Practically,E-learning,Unknown,2021,5000000.0,Hyderabad,2018.0,Other
1910,Nestasia,Retail,Series (A-H),2021,4000000.0,Kolkata,2018.0,Other
1911,Vedic Cosmeceuticals,Cosmetics,Series (A-H),2021,32000000.0,Noida,2002.0,Other
1912,Juspay,FinTech,Series (A-H),2021,60000000.0,Bangalore,2012.0,Technology
1913,TranZact,Information Technology & Services,Series (A-H),2021,7000000.0,Mumbai,2017.0,Technology
1914,Atomberg,Consumer Electronics,Unknown,2021,20000000.0,Mumbai,2012.0,Other
1915,Ola,Mobility,Unknown,2021,500000000.0,Bangalore,2010.0,Other
1916,Mohalla Tech,Social media,Series (A-H),2021,266000000.0,Bangalore,2015.0,Other
1917,Stack,Financial Services,Early Stage,2021,4500000.0,Bangalore,2020.0,Consulting & Services
1918,PropReturns,Real Estate,Unknown,2021,1200000.0,Mumbai,2020.0,Real Estate & Property
1919,WeSkill,E-learning,Early Stage,2021,4000000.0,Gurugram,2020.0,Other
1920,Fitpage,Health,Unknown,2021,300000.0,Mumbai,2020.0,Healthcare
1921,ShopMyLooks,Digital platform,Unknown,2021,200000.0,Noida,2021.0,Other
1922,ByteLearn,E-learning,Early Stage,2021,9500000.0,Noida,2021.0,Other
1923,Dista,Computer Software,Early Stage,2021,1200000.0,Pune,2017.0,Technology
1924,OfBusiness,Financial Services,Unknown,2021,325000000.0,Gurugram,2015.0,Consulting & Services
1925,Bizongo,B2B Ecommerce,Series (A-H),2021,100000000.0,Mumbai,2015.0,E-Commerce & Marketplace
1926,FRND,Online Media,Series (A-H),2021,6500000.0,Bangalore,2019.0,Other
1927,Metadome,Computer Software,Early Stage,2021,4000000.0,Bangalore,2017.0,Technology
1928,Keka HR,Information Technology & Services,Unknown,2021,1600000.0,Hyderabad,2014.0,Technology
1929,The Gourmet Jar,Food & Beverages,Unknown,2021,150000.0,Noida,2012.0,Food & Agriculture
1930,Flo Mobility,Industrial Automation,Unknown,2021,400000.0,Bangalore,2019.0,Autommotive & Transportation
1931,Yodacart,E-commerce,Early Stage,2021,225000.0,Thane,2019.0,E-Commerce & Marketplace
1932,TheHouseMonk,Real Estate,Unknown,2021,5000000.0,Bangalore,2019.0,Real Estate & Property
1933,Zepto,E-commerce,Unknown,2021,100000000.0,Bangalore,2021.0,E-Commerce & Marketplace
1934,Sirona Hygiene,Health,Unknown,2021,10000000.0,New Delhi,2015.0,Healthcare
1935,Jumbotail,B2B Ecommerce,Series (A-H),2021,85000000.0,Bangalore,2015.0,E-Commerce & Marketplace
1936,Captain Fresh,Logistics & Supply Chain,Series (A-H),2021,40000000.0,Bangalore,2019.0,Autommotive & Transportation
1937,Deciwood,Consumer Electronics,Unknown,2021,200000.0,New Delhi,2018.0,Other
